Ibuk ID;Tytuł;Autor;ISBN;Wydawnictwo;Rok wydania;Kategoria;Podkategoria;Link do książki 
64650;Rysunek dziecka w diagnozie psychopedagogicznej;Praca zbiorowa;978-83-7537-179-6;Verlag;2013;Nauki społeczne;Pedagogika;Czytaj
1729;Ryszard Kapuściński w labiryncie współczesności;Kazimierz Wolny-Zmorzyński;83-233-1810-7;Wydawnictwo Uniwersytetu Jagiellońskiego;2004;Nauki humanistyczne;Filologia polska;Czytaj
11631;Rzeczy i zagłada;Bożena Shallcross;978-83-242-1110-4;Universitas;2010;Nauki humanistyczne;Kulturoznawstwo;Czytaj
1988;Rzeczywistość filmowa Stanisława Różewicza;Monika Maszewska-Łupiniak;978-83-233-2667-0;Wydawnictwo Uniwersytetu Jagiellońskiego;2009;Nauki humanistyczne;Kultura i sztuka;Czytaj
1781;Rzeźba w architekturze;Katarzyna Chrudzimska-Uhera, Redakcja: Bartłomiej Gutowski;978-83-7072-515-0;Wydawnictwo Uniwersytetu Kardynała Stefana Wyszyńskiego;2008;Nauki humanistyczne;Kultura i sztuka;Czytaj
63692;Saga rodu Słonimskich;Janina Kumaniecka;978-83-244-0315-8;Iskry;2003;Literatura faktu;-;Czytaj
40480;Samolubny mózg;Achim Peters;978-83-01-17075-2;Dom Wydawniczy PWN Sp. z o.o.;2012;Poradniki;-;Czytaj
38058;Samorząd powiatowy w Polsce. Założenia i realizacja;Redakcja: Mariusz Wiktor Sienkiewicz;978-83-778-4027-6;Wydawnictwo Uniwersytetu Marii Curie-Skłodowskiej;2011;Nauki społeczne;Nauki polityczne;Czytaj
1240;Samorząd terytorialny;Bogdan Dolnicki;978-83-7601-451-7;Wolters Kluwer Polska;2009;Prawo;Prawo administracyjne;Czytaj
1544;Samorząd terytorialny i wspólnoty lokalne;Andrzej Konrad Piasecki;978-83-01-15898-9;Wydawnictwo Naukowe PWN;2009;Nauki społeczne;Nauki polityczne;Czytaj
61421;Scena we krwi Szekspira tragedia zemsty;Małgorzata Grzegorzewska;978-83-242-1400-6;Universitas;2006;Nauki humanistyczne;Filologie obce;Czytaj
40982;Schedae Informaticae vol. 20 December 2011;Redakcja: Stanisław Migórski;;Wydawnictwo Uniwersytetu Jagiellońskiego;2011;Publikacje darmowe;-;Czytaj
41005;Schorzenia i urazy kręgosłupa;Jerzy Kiwerski, Mieczysław Kowalski, Marek Krasuski;978-83-200-4380-8;Wydawnictwo Lekarskie PZWL;2003;Medycyna;Neurologia;Czytaj
21430;Sen;Janusz Brzozowski;978-83-63080-00-6;Wydawnictwo e-bookowo;2011;Literatura piękna;Kryminał, sensacja, thriller;Czytaj
45413;Shirley;Charlotte Brontë, Redakcja: Baltazar;978-83-7779-058-8;MG;2011;Literatura kobieca;-;Czytaj
819;Sieroctwo i osamotnienie;Teresa Ewa Olearczyk;978-83-7505-088-2;Wydawnictwo WAM;2007;Nauki społeczne;Pedagogika;Czytaj
62092;Siła nawyku;Charles Duhigg;978-83-7705-282-2;Dom Wydawniczy PWN Sp. z o.o.;2013;Poradniki;-;Czytaj
43701;Skąd mogę wiedzieć, czy Jezus naprawdę istniał?;Praca zbiorowa, Redakcja: Jarosław Jankowski;978-83-63837-17-4;Logos media;2012;Nauki humanistyczne;Historia;Czytaj
39935;Składnia współczesnego języka polskiego;Zygmunt Saloni, Marek Świdziński;978-83-01-15289-5;Wydawnictwo Naukowe PWN;2011;Nauki humanistyczne;Filologia polska;Czytaj
1271;Słownik europejskich kierunków i grup literackich XX wieku;Grzegorz Gazda;978-83-01-15724-1;Wydawnictwo Naukowe PWN;2009;Nauki humanistyczne;Filologia polska;Czytaj
61331;Słownik geografii społeczno-ekonomicznej;Jerzy Wrona;978-83-242-1822-6;Universitas;2011;Słowniki, leksykony, kompendia;-;Czytaj
42269;Słownik psychologiczny. Leksykon ludzkich zachowań;Ryszard Krupiński, Agata Jankowiak;978-83-63548-10-0;Psychoskok;2012;Nauki społeczne;Psychologia;Czytaj
43884;Słownik rodzajów i gatunków literackich;Redakcja: Grzegorz Gazda;978-83-01-17241-1;Wydawnictwo Naukowe PWN;2012;Nauki humanistyczne;Filologia polska;Czytaj
41868;Słownik stereotypów i symboli ludowych t. 1 z. IV, Kosmos. Świat, światło, metale;Jerzy Bartmiński;978-83-7784-158-7;Wydawnictwo Uniwersytetu Marii Curie-Skłodowskiej;2012;Nauki humanistyczne;Kulturoznawstwo;Czytaj
61428;Słownik terminologii medialnej;Walery Pisarek;978-83-242-1151-7;Universitas;2006;Nauki humanistyczne;Filologia polska;Czytaj
61368;Słowo i obraz. Na pograniczu literatury i sztuk plastycznych;Janusz Pelc;978-83-242-1484-6;Universitas;2002;Nauki humanistyczne;Kultura i sztuka;Czytaj
63617;Socjologia edukacji;Mirosław J. Szymański;978-83-7850-404-7;Oficyna Wydawnicza IMPULS;2013;Nauki społeczne;Pedagogika;Czytaj
602;Socjologia języka;Kwiryna Handke;978-83-01-15365-6;Wydawnictwo Naukowe PWN;2009;Nauki humanistyczne;Filologia polska;Czytaj
398;Socjologia kultury;Antonina Kłoskowska;978-83-01-15189-8;Wydawnictwo Naukowe PWN;2007;Nauki społeczne;Socjologia;Czytaj
26679;Socjologia kultury;Marian Golka;978-83-7383-241-1;Wydawnictwo Naukowe Scholar;2007;Nauki społeczne;Socjologia;Czytaj
146;Socjologia moralności;Maria Ossowska;83-01-14009-7;Wydawnictwo Naukowe PWN;2005;Nauki społeczne;Socjologia;Czytaj
38800;Specjalne Strefy Ekonomiczne jako stymulator rozwoju gospodarczego;Radosław Pastusiak;978-83-7525-628-4;Wydawnictwo Uniwersytetu Łódzkiego;2011;Nauki ekonomiczne;Gospodarka światowa;Czytaj
61667;Społeczeństwa Europy Środkowo-Wschodniej;Redakcja: Krzysztof Podemski;978-83-232-2301-6;Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza;2011;Nauki społeczne;Socjologia;Czytaj
619;Społeczeństwo informacyjne;Redakcja: Joanna Papińska-Kacperek;978-83-01-15407-3;Wydawnictwo Naukowe PWN;2008;Informatyka;Zastosowania informatyki;Czytaj
692;Społeczna gospodarka rynkowa;Piotr Pysz;978-83-01-15483-7;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Teoria ekonomii;Czytaj
552;Społeczna psychologia piętna;Redakcja: Todd F. Heatherton, Robert E. Kleck, Michelle R. Hebl, Jay G. Hull;978-83-01-15250-5;Wydawnictwo Naukowe PWN;2007;Nauki społeczne;Psychologia;Czytaj
2121;Społeczne aspekty nowych mediów;Jan Dijk;978-83-01-16290-0;Wydawnictwo Naukowe PWN;2010;Nauki społeczne;Socjologia;Czytaj
41649;Społeczne skutki zmiany oświatowej w Polsce;Redakcja: Marian Niezgoda;978-83-233-3044-8;Wydawnictwo Uniwersytetu Jagiellońskiego;2011;Nauki społeczne;Pedagogika;Czytaj
61319;Spotkałem Jerzego Giedroycia Listy 1993-2000;Jerzy Huczkowski;978-83-242-1521-8;Universitas;2011;Nauki humanistyczne;Kulturoznawstwo;Czytaj
41675;Stanisław Wyspiański.W labiryncie świata, myśli i sztuki;Redakcja: Anna Czabanowska-Wróbel;978-83-233-2701-1;Wydawnictwo Uniwersytetu Jagiellońskiego;2009;Nauki humanistyczne;Filologia polska;Czytaj
63427;Stanley Kubrick;Krzysztof Kozłowski;978-83-01-17300-5;Wydawnictwo Naukowe PWN;2013;Nauki humanistyczne;Kultura i sztuka;Czytaj
42076;Starorzecza;Antoni Kroh;978-83-244-0274-8;Iskry;2009;Literatura faktu;-;Czytaj
697;Statystyka;Mieczysław Sobczyk;978-83-01-15199-7;Wydawnictwo Naukowe PWN;2007;Nauki ekonomiczne;Metody ilościowe;Czytaj
39266;Sto wierszy na każdą okazję;Aleksandra Michałowska;978-83-7568-636-4;Siedmioróg;2011;Literatura dla dzieci i młodzieży;-;Czytaj
1887;Stolica Apostolska i Niemcy Hitlera;Gerhard Besier;978-83-01-16255-9;Wydawnictwo Naukowe PWN;2010;Nauki humanistyczne;Historia;Czytaj
38145;Strategiczne zarządzanie zasobami ludzkimi w administracji publicznej;Tomasz Rostkowski;978-83-264-3611-6;Wolters Kluwer Polska;2012;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
45474;Strategie i logistyka w sektorze usług. Strategie na rynku TSL;Redakcja: Jarosław Witkowski, Urszula Bąkowska-Morawska;978-83-7695-236-9;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2011;Nauki ekonomiczne;Logistyka;Czytaj
13224;Streetworking. Aspekty teoretyczne i praktyczne;Redakcja: Małgorzata Michel;978-83-233-3112-4;Wydawnictwo Uniwersytetu Jagiellońskiego;2011;Nauki społeczne;Pedagogika;Czytaj
69012;Studia Kulturoznawcze nr 1(2)/2012. O wstręcie i wstydzie;Praca zbiorowa, Redakcja: Jacek Zydorowicz, Sylwia Szykowna;;Wydział Nauk Społecznych Uniwersytetu im. Adama Mickiewicza w Poznaniu;2012;Publikacje darmowe;-;Czytaj
69018;Studia Kulturoznawcze nr 1/2011. Wokół dzieciństwa;Praca zbiorowa, Redakcja: Marianna Michałowska;;Wydział Nauk Społecznych Uniwersytetu im. Adama Mickiewicza w Poznaniu;2011;Publikacje darmowe;-;Czytaj
63647;Studia Linguistica Universitatis Iagellonicae Cracoviensis Vol. 129 (2012);Redakcja: Elżbieta Mańczak-Wohlfeld;978-83-233-3446-0;Wydawnictwo Uniwersytetu Jagiellońskiego;2012;Publikacje darmowe;-;Czytaj
40951;Studia Linguistica Universitatis Iagellonicae Cracoviensis. Vol. 127 (2010);Redakcja: Elżbieta Mańczak-Wohlfeld;978-83-233-3027-1;Wydawnictwo Uniwersytetu Jagiellońskiego;2010;Publikacje darmowe;-;Czytaj
40949;Studia Linguistica Universitatis Iagellonicae Cracoviensis. Vol. 128 (2011);Redakcja: Elżbieta Mańczak-Wohlfeld;978-83-233-3255-8;Wydawnictwo Uniwersytetu Jagiellońskiego;2011;Publikacje darmowe;-;Czytaj
2458;Stworzenie świata w folklorze polskim XIX i początku XX wieku;Adrian Mianecki;978-83-231-2553-2;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2010;Nauki humanistyczne;Kulturoznawstwo;Czytaj
43607;Subkultura hipsterów;Aleksandra Litorowicz;978-83-63434-98-4;WNK;2012;Nauki humanistyczne;Kulturoznawstwo;Czytaj
2360;Symbole w działaniu;Jarema Drozdowicz;978-83-232-2132-6;Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza;2009;Nauki humanistyczne;Kulturoznawstwo;Czytaj
3328;Symbolika stosowana w reklamach;Marta Bluszcz;978-83-61184-09-6;Wydawnictwo e-bookowo;2008;Nauki ekonomiczne;Marketing, reklama;Czytaj
563;System finansowy w Polsce, t. 1;Praca zbiorowa;978-83-01-15236-9;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Finanse i bankowość;Czytaj
562;System finansowy w Polsce, t. 2;Praca zbiorowa;978-83-01-15248-2;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Finanse i bankowość;Czytaj
1058;System instytucjonalny Unii Europejskiej;Anna Wierzchowska;978-83-60807-09-5;Łośgraf;2008;Nauki ekonomiczne;Unia Europejska;Czytaj
38146;System wynagradzania nauczycieli;Krzysztof Lisowski;978-83-264-3632-1;Wolters Kluwer Polska;2012;Nauki społeczne;Pedagogika;Czytaj
2063;Systemy gospodarcze. Zagadnienia teoretyczne;Redakcja: Stanisław Swadźba;978-83-7246-596-2;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2009;Nauki ekonomiczne;Teoria ekonomii;Czytaj
43812;Systemy innowacyjne we współczesnej gospodarce światowej;Marzenna Anna Weresa;978-83-01-17223-7;Wydawnictwo Naukowe PWN;2012;Nauki ekonomiczne;Gospodarka światowa;Czytaj
451;Systemy polityczne współczesnej Europy;Andrzej Antoszewski, Ryszard Herbut;978-83-01-14622-1;Wydawnictwo Naukowe PWN;2007;Nauki społeczne;Nauki polityczne;Czytaj
2079;Szarlatanów nikt nie kocha. Studia i szkice o Gałczyńskim;Jerzy Stefan Ossowski;83-7271-373-1;Wydawnictwo Naukowe Uniwersytetu Pedagogicznego w Krakowie;2006;Nauki humanistyczne;Filologia polska;Czytaj
64103;Szeregowiec;Adrian K. Antosik;978-83-7859-159-7;Wydawnictwo e-bookowo;2013;Literatura piękna;Fantastyka;Czytaj
1329;Szkolenia z udziałem osób niepełnosprawnych;Redakcja: Konrad Maj;978-83-89281-36-4;Academica Wydawnictwo SWPS;2007;Publikacje darmowe;-;Czytaj
1600;Szkoła w dobie Internetu;Redakcja: Andrzej Nowak, Katarzyna Winkowska-Nowak, Ludmiła Rycielska;978-83-01-16047-0;Wydawnictwo Naukowe PWN;2009;Nauki społeczne;Pedagogika;Czytaj
38388;Szkoła życia;Ewa Danuta Białek;978-83-63428-18-1;Instytut Psychosyntezy;2012;Poradniki;-;Czytaj
145;Sztuka argumentacji;Krzysztof Szymanek, Krzysztof A. Wieczorek, Andrzej S. Wójcik;978-83-01-14069-4;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Logika;Czytaj
43121;Sztuka Edycji 1(2)/2012;Redakcja: Agnieszka Markuszewska;;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2012;Publikacje darmowe;-;Czytaj
43488;Sztuka Edycji. Studia Tekstologiczne i Edytorskie 1(1)/2011;Redakcja: Magdalena Bizior-Dombrowska, Mirosław Strzyżewski;;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2011;Publikacje darmowe;-;Czytaj
93833;Sztuka Edycji. Studia Tekstologiczne i Edytorskie 1(4)2013. Dziewiętnastowieczny rynek wydawniczy;Redakcja: Marcin Lutomierski;;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2013;Publikacje darmowe;-;Czytaj
66192;Sztuka Edycji. Studia Tekstologiczne i Edytorskie 2(3)/2012;Redakcja: Mirosław Strzyżewski;;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2012;Publikacje darmowe;-;Czytaj
2608;Sztuka fantasy Andrzeja Sapkowskiego. Problemy poetyki;Magdalena Roszczynialska;978-83-7271-537-1;Wydawnictwo Naukowe Uniwersytetu Pedagogicznego w Krakowie;2009;Nauki humanistyczne;Filologia polska;Czytaj
1769;Sztuka nauczania, t. 1;Redakcja: Krzysztof Kruszewski;978-83-01-14239-1;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Pedagogika;Czytaj
108;Sztuka nauczania, t. 2. Szkoła;Redakcja: Krzysztof Konarzewski;978-83-01-14240-7;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Pedagogika;Czytaj
2116;Sztuka pisania;Tomasz Piekot, Anna Majewska-Tworek, Monika Zaśko-Zielińska, Redakcja: Monika Zaśko-Zielińska;978-83-01-15730-2;Wydawnictwo Naukowe PWN;2008;Nauki humanistyczne;Filologia polska;Czytaj
40902;Sztuka słowa, sztuka obrazu. Prace dla Ewy Miodońskiej-Brookes;Redakcja: Agnieszka Ziołowicz, Joanna Zach;978-83-233-2702-8;Wydawnictwo Uniwersytetu Jagiellońskiego;2009;Nauki humanistyczne;Filologia polska;Czytaj
63503;Ścięgna konsumpcyjne;Redakcja: Wojciech J. Burszta, Mariusz Czubaj;978-83-63434-95-3;WNK;2013;Nauki humanistyczne;Kulturoznawstwo;Czytaj
1371;Śmierć książki. No Future Book;Łukasz Gołębiewski;978-83-61154-03-7;Biblioteka Analiz;2008;Publikacje darmowe;-;Czytaj
40542;Śmierć samobójcza. Perspektywa kryminalistyczna i pedagogiczna;Leszek Bednarski, Arkadiusz Urbanek;978-83-7850-058-2;Oficyna Wydawnicza IMPULS;2012;Nauki społeczne;Psychologia;Czytaj
1974;Średniowiecze polskie i powszechne;Marceli Handelsman;978-83-01-15518-6;Wydawnictwo Naukowe PWN;2010;Nauki humanistyczne;Historia;Czytaj
36157;Średniowieczny dwór rycerski w Polsce;Redakcja: Anna Marciniak-Kajzer;978-83-7525-543-0;Wydawnictwo Uniwersytetu Łódzkiego;2011;Nauki humanistyczne;Historia;Czytaj
45471;Środki trwałe - ujmowanie, wycena, prezentacja;Redakcja: Teresa Cebrowska, Waldemar Dotkuś;978-83-7695-297-0;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2012;Nauki ekonomiczne;Rachunkowość i controlling;Czytaj
9273;Świadectwa czasu. Wybrane wątki dwudziestowiecznej literatury polskiej;Jerzy Speina;978-83-231-2445-0;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2010;Nauki humanistyczne;Filologia polska;Czytaj
1372;Świat człowieka - świat kultury;Ewa Nowicka;978-83-01-15936-8;Wydawnictwo Naukowe PWN;2009;Nauki społeczne;Socjologia;Czytaj
2572;Świat idei Jacka Kuronia;Tomasz Sylwiusz Ceran;978-83-01-16352-5;Wydawnictwo Naukowe PWN;2010;Nauki humanistyczne;Historia;Czytaj
11642;Tabu i niewinność;Aleksander Smolar;978-83-242-1429-7;Universitas;2010;Nauki humanistyczne;Historia;Czytaj
38930;Tajemnica swastyki;Mariusz Kwiatkowski;978-83-63080-83-9;Wydawnictwo e-bookowo;2012;Literatura piękna;Kryminał, sensacja, thriller;Czytaj
26366;Teatr japoński;Estera Żeromska;978-83-86483-27-3;Wydawnictwo Akademickie Dialog;1996;Nauki humanistyczne;Kultura i sztuka;Czytaj
44289;Teatr masowy - Teatr dla mas;Redakcja: Małgorzata Leyko;978-83-7525-558-4;Wydawnictwo Uniwersytetu Łódzkiego;2011;Nauki humanistyczne;Kultura i sztuka;Czytaj
43947;Technik usług kosmetycznych;Joanna Dylewska-Grzelakowska;978-83-200-4475-1;Wydawnictwo Lekarskie PZWL;2012;Medycyna;Inne;Czytaj
62609;Technologia chemiczna;Krzysztof Schmidt-Szałowski, Mikołaj Szafran, Jan Sentek, Ewa Bobryk;978-83-01-17269-5;Wydawnictwo Naukowe PWN;2013;Nauki matematyczno-przyrodnicze;Chemia;Czytaj
5149;Technologie bioenergetyczne. Monografia;Roman Buczkowski, Bartłomiej Igliński, Marcin Cichosz;978-83-231-2441-2;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2009;Nauki matematyczno-przyrodnicze;Technika;Czytaj
61793;Tekst w radiowej i telewizyjnej debacie politycznej;Redakcja: Ewa Szkudlarek-Śmiechowicz;978-83-7525-516-4;Wydawnictwo Uniwersytetu Łódzkiego;2010;Nauki humanistyczne;Filologia polska;Czytaj
1888;Tekstologia;Jerzy Bartmiński, Stanisława Niebrzegowska-Bartmińska;978-83-01-16168-2;Wydawnictwo Naukowe PWN;2010;Nauki humanistyczne;Filologia polska;Czytaj
39241;Telepłeć - gender w telewizji doby globalizacji;Anna Nacher;978-83-233-2422-5;Wydawnictwo Uniwersytetu Jagiellońskiego;2008;Nauki społeczne;Komunikacja społeczna;Czytaj
11630;Telewizja w edukacji medialnej;Agnieszka Ogonowska;978-83-242-1428-0;Universitas;2009;Nauki humanistyczne;Filologia polska;Czytaj
40416;Telewizja w systemie politycznym i medialnym PRL. Między polityką a widzem;Katarzyna Pokorna-Ignatowicz;83-233-1766-6;Wydawnictwo Uniwersytetu Jagiellońskiego;2003;Nauki społeczne;Komunikacja społeczna;Czytaj
35875;Teoria a historia. Interpretacja procesów społeczno-gospodarczych;Ludwig von Mises;978-83-01-16708-0;Wydawnictwo Naukowe PWN;2011;Nauki ekonomiczne;Teoria ekonomii;Czytaj
584;Teoria komunikowania masowego;Denis McQuail;978-83-01-15153-9;Wydawnictwo Naukowe PWN;2007;Nauki społeczne;Socjologia;Czytaj
42204;Teoria literatury w świetle językoznawstwa;Redakcja: Marzenna Cyzman, Anna Skubaczewska-Pniewska;978-83-231-2689-8;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2011;Nauki humanistyczne;Filologia polska;Czytaj
553;Teoria prowokacji;Mirosław Karwat;978-83-01-15395-3;Wydawnictwo Naukowe PWN;2007;Nauki społeczne;Nauki polityczne;Czytaj
61323;Teoria smaku w dziełach sztuk pięknych;Euzebiusz Słowacki;978-83-242-1144-9;Universitas;2003;Nauki humanistyczne;Kultura i sztuka;Czytaj
1110;Teoria wychowania w zarysie;Mieczysław Łobocki;978-83-7850-220-3;Oficyna Wydawnicza IMPULS;2008;Nauki społeczne;Pedagogika;Czytaj
51;Teorie badań literackich;Zofia Mitosek;83-01-14219-7;Wydawnictwo Naukowe PWN;2004;Nauki humanistyczne;Filologia polska;Czytaj
1279;Teorie i koncepcje wychowania;Marian Nowak;978-83-60501-28-3;Łośgraf;2008;Nauki społeczne;Pedagogika;Czytaj
62019;Terapia dzieci i młodzieży;Iwona Dąbrowska-Jabłońska, Redakcja: Iwona Dąbrowska-Jabłońska;978-83-7587-927-8;Oficyna Wydawnicza IMPULS;2013;Nauki społeczne;Pedagogika;Czytaj
1977;Terapia dzieci z niepełnosprawnością intelektualną;Hanna Olechnowicz;978-83-01-16258-0;Wydawnictwo Naukowe PWN;2010;Nauki społeczne;Pedagogika;Czytaj
907;Terapia logopedyczna dzieci z zaburzeniami słuchu i mowy;Grażyna Gunia;978-83-7587-826-4;Oficyna Wydawnicza IMPULS;2013;Nauki społeczne;Pedagogika;Czytaj
64158;Terapia muzyką w pracy z dziećmi niepełnosprawnymi Historia, Metoda i Praktyka;Paul Nordoff, Clive Robbins;978-83-7850-288-3;Oficyna Wydawnicza IMPULS;2013;Nauki społeczne;Pedagogika;Czytaj
1183;Terroryzm międzynarodowy;Tomasz Aleksandrowicz;978-83-60807-56-9;Łośgraf;2008;Prawo;Bezpieczeństwo wewnętrzne;Czytaj
1744;Terroryzm. Aktorzy, statyści, widownie;Bartosz Bolechów;978-83-01-16117-0;Wydawnictwo Naukowe PWN;2010;Nauki społeczne;Nauki polityczne;Czytaj
2947;Tohańska branka;Aneta Rzepka;978-83-61184-84-3;Wydawnictwo e-bookowo;2010;Literatura piękna;Fantastyka;Czytaj
26621;Totalitaryzmy XX wieku. Idee - instytucje - interpretacje;Redakcja: Bogdan Szlachta, Wiesław Kozub-Ciembroniewicz, Hanna Kowalska-Stus, Małgorzata Kiwior-Filo;978-83-233-3018-9;Wydawnictwo Uniwersytetu Jagiellońskiego;2010;Nauki społeczne;Nauki polityczne;Czytaj
40673;Tożsamość narodowa w społeczeństwie multietnicznym. Historia - kultura - literatura - język - media Macedonii;Redakcja: Irena Stawowy-Kawka, Maciej Kawka;978-83-233-2481-2;Wydawnictwo Uniwersytetu Jagiellońskiego;2008;Nauki społeczne;Nauki polityczne;Czytaj
38720;Transgresje Moniki Wetter;Agnieszka Rahoza;978-83-7568-895-5;Siedmioróg;2012;Literatura kobieca;-;Czytaj
40904;Transplantacja serca. Problemy adaptacji psychologicznej;Bożena Gulla;978-83-233-2978-7;Wydawnictwo Uniwersytetu Jagiellońskiego;2009;Nauki społeczne;Psychologia;Czytaj
2318;Transport. Problemy transportu w rozszerzonej UE. Nowe wydanie;Redakcja: Krystyna Wojewódzka-Król, Włodzimierz Rydzkowski;978-83-01-15955-9;Wydawnictwo Naukowe PWN;2010;Nauki matematyczno-przyrodnicze;Technika;Czytaj
64944;Trudna dorosłość osób z zespołem Downa;Redakcja: Bogusława Beata Kaczmarek;978-83-7850-397-2;Oficyna Wydawnicza IMPULS;2013;Nauki społeczne;Pedagogika;Czytaj
1752;Trzydziestolecie 1914-1944;Anna Nasiłowska;978-83-01-11861-7;Wydawnictwo Naukowe PWN;2008;Nauki humanistyczne;Filologia polska;Czytaj
534;Turystyka;Redakcja: Włodzimierz Kurek;978-83-01-15294-9;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Usługi;Czytaj
2319;Turystyka zrównoważona;Redakcja: Andrzej Kowalczyk;978-83-01-16491-1;Wydawnictwo Naukowe PWN;2010;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
40363;Twórczość kaznodziejska ks. Józefa Tischnera;Jerzy Sikora;978-83-7072-754-3;Wydawnictwo Uniwersytetu Kardynała Stefana Wyszyńskiego;2012;Nauki humanistyczne;Filologie obce;Czytaj
2931;Tylko nie życz mi spełnienia marzeń;Anna Strzelec;978-83-61184-29-4;Wydawnictwo e-bookowo;2009;Literatura kobieca;-;Czytaj
61347;Tyrmandowie. Romans amerykański;Agata Tuszyńska, Redakcja: Dorota Koman;978-83-7779-115-8;MG;2012;Literatura faktu;-;Czytaj
5516;Ubezpieczenia emerytalne, społeczne i metody aktuarialne;Redakcja: Wanda Ronka-Chmielowiec;978-83-7695-045-7;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2010;Nauki ekonomiczne;Metody ilościowe;Czytaj
66361;Ubezpieczenia społeczne. Repetytorium;Grażyna Szyburska-Walczak;978-83-264-5023-5;Wolters Kluwer Polska;2012;Prawo;Prawo pracy;Czytaj
41937;Ubezpieczenia wobec wyzwań XXI wieku;Redakcja: Wanda Ronka-Chmielowiec;978-83-7695-191-1;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2011;Nauki ekonomiczne;Finanse i bankowość;Czytaj
67;Ubezpieczenie społeczne;Wojciech Muszalski;978-83-01-14901-7;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Finanse i bankowość;Czytaj
43689;Ucieczki z Sybiru;Wiktoria Śliwowska;978-83-244-0280-9;Iskry;2005;Literatura faktu;-;Czytaj
61769;Uczestnictwo w kulturze artystycznej jako forma działania społecznego. Refleksja nad stylami uczestnictwa mieszkańców Krakowa w kontekście badań empirycznych;Przemysław Kisiel;978-83-7252-603-8;Wydawnictwo Uniwersytetu Ekonomicznego w Krakowie;2012;Nauki społeczne;Socjologia;Czytaj
597;Udar mózgu;Krystyna Rożnowska;83-200-3204-0;Wydawnictwo Lekarskie PZWL;2005;Medycyna;Poradniki medyczne;Czytaj
42503;Układy logiki programowalnej;Dariusz Kania;978-83-01-17052-3;Wydawnictwo Naukowe PWN;2012;Informatyka;Programowanie;Czytaj
1731;Unia Europejska a media;Karol Jakubowicz;978-83-7644-014-9;Łośgraf;2010;Nauki społeczne;Komunikacja społeczna;Czytaj
2022;Uniwersalne problemy andragogiki i gerontologii;Redakcja: Elżbieta Dubas;978-83-7525-119-7;Wydawnictwo Uniwersytetu Łódzkiego;2007;Nauki społeczne;Pedagogika;Czytaj
62038;Upalne lato Marianny;Katarzyna Zyskowska-Ignaciak, Redakcja: Praca zbiorowa;978-83-7779-131-8;MG;2012;Literatura kobieca;-;Czytaj
43268;Upowszechnianie Animacja Komercjalizacja kultury;Józef Kargul;978-83-01-16970-1;Wydawnictwo Naukowe PWN;2012;Nauki społeczne;Pedagogika;Czytaj
63605;Usługi społeczne wobec rodziny;Adam Kubow, Joanna Szczepaniak;978-83-7695-244-4;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2011;Nauki społeczne;Socjologia;Czytaj
66562;Ustawa o ochronie zabytków i opiece nad zabytkami. Komentarz;Maksymilian Cherka, Filip M. Elżanowski, Krzysztof Andrzej Wąsowski, Patrycja Antoniak;978-83-264-3623-9;Wolters Kluwer Polska;2010;Prawo;Prawo administracyjne;Czytaj
1072;Ustawa o przeciwdziałaniu przemocy w rodzinie;Sylwia Spurek;978-83-7601-284-1;Wolters Kluwer Polska;2008;Prawo;Prawo karne;Czytaj
61958;Vademecum historyka mediewisty;Jarosław Nikodem, Dariusz Andrzej Sikorski;978-83-01-17239-8;Wydawnictwo Naukowe PWN;2012;Nauki humanistyczne;Historia;Czytaj
43517;Vademecum logopedyczne;Krystyna Błachnio;978-83-232-2460-0;Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza;2012;Nauki społeczne;Pedagogika;Czytaj
